,id,region,price,year,manufacturer,model,condition,fuel,odometer,title_status,paint_color
60,7307407632,West Jennifer,29315,2023,BMW,X3,excellent,gas,103235,clean,custom
61,7263965558,New Carmenberg,9590,2018,Honda,CRV,excellent,gas,69948,clean,red
62,7201890520,West Lisa,8002,2023,BMW,X3,fair,gas,159403,clean,custom
63,7258760900,Port Lisa,16293,2019,Cadillac,CT6,excellent,gas,68098,clean,white
64,7331008360,Kathleenberg,20864,2018,Ford,Ranger,excellent,gas,27578,clean,blue
65,7233868590,Davidbury,33997,2021,Ford,Ranger,used,gas,150930,clean,black
66,7236966879,East Ericville,28877,2020,BMW,330i,excellent,gas,77268,clean,white
67,7240462196,Richardport,24655,2022,Ford,F250,excellent,gas,60395,clean,green
68,7205709852,Lake Ryanbury,10392,2018,Audi,A3,excellent,gas,156113,clean,white
69,7285905670,Pearsonton,28325,2022,BMW,X4,like new,gas,62310,clean,green
70,7377600999,New Ianmouth,5840,2023,BMW,X5,excellent,gas,71860,clean,green
71,7267236995,South Ryanburgh,9379,2023,BMW,X1,like new,gas,150133,clean,red
72,7383317486,Martinezfurt,32190,2023,Cadillac,CT6,excellent,gas,152267,clean,custom
73,7359501781,Lyonston,15655,2022,Audi,A3,good,gas,25380,clean,white
74,7288329461,South Wendychester,31433,2019,Honda,CRV,excellent,gas,144265,clean,red
75,7362980089,Melindaland,21704,2022,Ford,F150,used,gas,67065,clean,silver
76,7226257300,Finleymouth,33120,2018,Toyota,Tundra,good,gas,162769,clean,silver
77,7382316861,Jamesland,38583,2023,Chevrolet,Sonic,excellent,gas,135340,clean,red
78,7369894915,Port Destiny,4998,2022,Nissan,Maxima,excellent,gas,54795,clean,green
79,7302604868,Angelabury,15143,2018,Ford,F150,excellent,gas,38830,clean,silver
80,7206200648,West Traceyfort,28881,2023,BMW,X4,excellent,gas,17359,clean,red
81,7382357686,Brandonshire,8027,2021,BMW,X1,used,gas,134640,clean,red
82,7380695061,Davidchester,7855,2019,BMW,X3,used,gas,57406,clean,white
83,7354036529,Cynthiatown,33696,2020,Genesis,G70,good,gas,118587,clean,blue
84,7310020786,Lake Brittneytown,10966,2023,BMW,X4,fair,gas,172414,clean,white
85,7310970323,Port Ryanstad,9128,2023,Nissan,Maxima,excellent,gas,156015,clean,blue
86,7352355632,Wandastad,39046,2019,BMW,X1,excellent,gas,118682,clean,white
87,7209978168,Port Mary,27702,2020,Nissan,Maxima,excellent,gas,59331,clean,white
88,7296356779,Katherinestad,7924,2021,Audi,A3,excellent,gas,48382,clean,green
89,7261097298,East James,4230,2019,BMW,X4,used,gas,173233,clean,custom
90,7369474594,East Erictown,10802,2018,BMW,330i,fair,gas,174327,clean,red
91,7390868763,New Whitneystad,7047,2018,Toyota,Tundra,excellent,gas,167864,clean,blue
92,7257100127,East Gloria,32724,2019,Audi,A3,excellent,gas,38686,clean,green
93,7334675896,New Matthew,24734,2023,Ford,F150,excellent,gas,157884,clean,custom
94,7340861396,East Carol,33188,2019,Ford,F150,excellent,gas,101233,clean,silver
95,7381804152,Port Bryan,32305,2018,Genesis,G70,used,gas,154722,clean,custom
96,7227975068,New Keithville,8239,2020,Toyota,Tundra,excellent,gas,167054,clean,custom
97,7384900424,West Christine,8848,2022,BMW,X5,used,gas,108225,clean,black
98,7382740319,South Jessicaborough,31709,2021,Nissan,Maxima,fair,gas,172774,clean,green
99,7390417499,Port Sherri,38741,2019,Ford,Ranger,excellent,gas,79541,clean,black
100,7285056333,East Samantha,39011,2021,Chevrolet,Sonic,fair,gas,11627,clean,white
101,7224898725,North Jakeberg,33167,2020,Audi,A3,good,gas,12936,clean,custom
102,7371027732,Greeneside,32476,2023,BMW,X5,excellent,gas,18436,clean,custom
103,7254533933,Murrayburgh,37275,2022,Audi,A3,fair,gas,13543,clean,green
104,7277998895,Port Gregoryland,25530,2022,Audi,A3,excellent,gas,86525,clean,black
105,7268935943,Jameshaven,17882,2020,Ford,Ranger,excellent,gas,29274,clean,silver
106,7249814308,Michaelstad,3978,2021,BMW,330i,good,gas,85994,clean,white
107,7226728305,Jillburgh,17728,2019,BMW,X5,excellent,gas,5315,clean,white
108,7385137507,Patrickside,15411,2023,Genesis,G70,excellent,gas,33485,clean,red
109,7238411107,Carrieborough,13139,2020,Ram,1500,excellent,gas,44165,clean,white
110,7292305980,Aaronfort,37985,2020,BMW,X4,used,gas,90415,clean,white
111,7310222708,South Richard,35712,2020,Genesis,G70,good,gas,125888,clean,silver
112,7363513391,Schneidermouth,17210,2020,Toyota,Tundra,excellent,gas,73553,clean,black
113,7312840687,North Michael,19755,2020,Cadillac,CT6,good,gas,5841,clean,red
114,7315972976,North Carlborough,13530,2020,BMW,X3,excellent,gas,148732,clean,red
115,7378586124,Lake Leeborough,38252,2023,Chevrolet,Sonic,fair,gas,149237,clean,red
116,7221051389,Leemouth,8567,2023,BMW,X3,excellent,gas,58851,clean,blue
117,7331407114,Lopezmouth,32091,2020,BMW,X3,fair,gas,135249,clean,blue
118,7277895153,Alexanderton,24684,2019,Ram,1500,used,gas,126801,clean,green
119,7336423989,North Michaelhaven,4172,2022,Ford,F250,fair,gas,5105,clean,white
120,7278126513,Hudsonhaven,22424,2022,Genesis,G70,excellent,gas,124484,clean,green
121,7205781995,Andrewshire,29723,2023,BMW,X5,like new,gas,114318,clean,silver
122,7285102575,Robertsonton,17062,2019,BMW,X3,fair,gas,53751,clean,silver
123,7273195646,Floydland,18889,2020,Ford,F250,good,gas,147374,clean,green
124,7359522703,West Kevinfurt,12505,2021,Audi,A3,fair,gas,47673,clean,red
125,7361679718,Debraton,32595,2021,Honda,CRV,excellent,gas,74882,clean,red
126,7350077190,Port Davidbury,19608,2020,Ram,1500,good,gas,121824,clean,white
127,7380720286,New Joshuaview,35176,2023,Ram,1500,excellent,gas,96019,clean,silver
128,7354760741,Farrelltown,7784,2022,BMW,X5,excellent,gas,165634,clean,custom
129,7337652003,Susanmouth,37325,2019,Ford,Ranger,fair,gas,113108,clean,green
130,7280175971,North Beverly,37830,2019,BMW,X1,like new,gas,38097,clean,green
131,7202503406,Mistybury,29305,2020,Ford,Ranger,excellent,gas,168300,clean,white
132,7215771413,Meagantown,20722,2023,BMW,X3,excellent,gas,153580,clean,black
133,7258059366,New Mathewfort,10205,2018,BMW,X5,excellent,gas,75366,clean,custom
134,7229379891,Amyview,28817,2019,Nissan,Maxima,excellent,gas,99750,clean,black
135,7335791143,West Angela,21823,2022,Genesis,G70,good,gas,23850,clean,red
136,7304139119,New Brian,39285,2019,BMW,X3,fair,gas,26132,clean,blue
137,7204063267,Elizabethton,19683,2021,BMW,330i,excellent,gas,12659,clean,silver
138,7372310874,Robertshire,25126,2019,Ram,1500,fair,gas,78932,clean,silver
139,7257937001,East Nathan,22591,2018,BMW,X5,excellent,gas,18018,clean,black
140,7367950829,Michaelberg,31411,2022,Nissan,Maxima,excellent,gas,170728,clean,blue
141,7357939149,Michelleton,37458,2019,BMW,X1,fair,gas,151669,clean,black
142,7212851521,Martinezberg,5220,2021,Ram,1500,excellent,gas,135193,clean,green
143,7370371421,Andreashire,7555,2019,Ram,1500,fair,gas,38447,clean,white
144,7369999967,Diazfort,26614,2018,Toyota,Tundra,fair,gas,72163,clean,custom
145,7271829953,Fieldsburgh,28594,2019,BMW,X1,used,gas,65050,clean,silver
146,7271039210,North Lee,31945,2019,Honda,CRV,excellent,gas,7860,clean,white
147,7280912100,New Katrina,3817,2018,Cadillac,CT6,excellent,gas,5399,clean,silver
148,7269281815,Rodriguezhaven,13356,2019,Genesis,G70,excellent,gas,96262,clean,blue
149,7368098617,North Danielton,32086,2018,Genesis,G70,excellent,gas,11936,clean,white
150,7392977303,Austinmouth,7906,2019,Ford,Ranger,like new,gas,25613,clean,white
151,7289319859,West Davidmouth,8950,2020,Genesis,G70,fair,gas,25924,clean,green
152,7355065852,North James,4594,2019,BMW,X4,used,gas,40488,clean,silver
153,7338569812,Charlesmouth,31856,2020,Nissan,Maxima,used,gas,15660,clean,black
154,7377170860,West Anastad,23059,2018,Honda,CRV,excellent,gas,13037,clean,red
155,7341361090,West Angelamouth,26356,2021,Honda,CRV,good,gas,71328,clean,white
156,7328376890,Timothyville,29571,2022,BMW,X5,excellent,gas,153584,clean,green
157,7269194788,Port Melanie,15897,2019,Ford,Ranger,good,gas,31172,clean,green
158,7252587089,South Nicholas,5763,2021,Ford,Ranger,excellent,gas,96034,clean,white
159,7255039976,New Jeremiahland,30286,2021,BMW,X5,good,gas,89603,clean,green
160,7275466469,Reyesport,3789,2018,Audi,A3,good,gas,49227,clean,red
161,7217549154,Kathryntown,7498,2018,BMW,X4,used,gas,159713,clean,silver
162,7383067102,Kristinchester,3127,2019,Cadillac,CT6,excellent,gas,149082,clean,green
163,7317422886,Villarrealborough,17270,2018,Ram,1500,excellent,gas,109542,clean,red
164,7284338806,Amandaberg,17543,2020,Cadillac,CT6,fair,gas,80570,clean,red
165,7253772355,New Matthew,24487,2019,Ford,F250,excellent,gas,45559,clean,black
166,7369412624,East Krystal,10567,2020,Toyota,Tundra,excellent,gas,18999,clean,black
167,7336117589,East Rebecca,20515,2021,Ram,1500,good,gas,158477,clean,silver
168,7345092394,Jamiechester,32682,2018,Genesis,G70,excellent,gas,14762,clean,black
169,7245434624,North Janestad,25283,2023,Genesis,G70,excellent,gas,122242,clean,red
170,7259943551,Wilsonport,34551,2019,Cadillac,CT6,fair,gas,40509,clean,silver
171,7389233046,Morrowfurt,12776,2022,BMW,X5,used,gas,90812,clean,red
172,7372008413,Mathewhaven,24758,2019,Ram,1500,excellent,gas,153289,clean,white
173,7239322167,Juliefurt,18554,2023,Audi,A3,excellent,gas,83500,clean,black
174,7288300759,Ericland,4679,2022,Chevrolet,Sonic,excellent,gas,49164,clean,black
175,7307057177,Riosberg,11993,2023,Audi,A3,excellent,gas,141000,clean,red
176,7362823079,Johnport,7796,2023,Chevrolet,Sonic,excellent,gas,130501,clean,green
177,7323512469,Lake Jeremiahton,37152,2018,Ford,F150,excellent,gas,42370,clean,green
178,7251132759,Weisston,35295,2019,Audi,A3,used,gas,140875,clean,blue
179,7396628299,East Jeremy,13203,2018,Ford,F250,excellent,gas,63065,clean,black
180,7307242099,North Daniel,4318,2020,Ford,Ranger,good,gas,30100,clean,custom
181,7353001512,Mosleyville,17495,2023,Ford,F250,good,gas,58494,clean,red
182,7324438799,West Angelland,22558,2022,BMW,X1,excellent,gas,122652,clean,green
183,7287527276,West Miguel,9742,2023,Cadillac,CT6,excellent,gas,28886,clean,red
184,7343142894,North John,9717,2020,Cadillac,CT6,excellent,gas,22198,clean,green
185,7228256977,North Heather,37683,2023,Chevrolet,Sonic,used,gas,117817,clean,white
186,7396934142,Thompsonview,26503,2020,BMW,330i,like new,gas,155922,clean,white
187,7398620811,Lake Michaelchester,26995,2023,Genesis,G70,excellent,gas,149276,clean,custom
188,7351101198,Mcclurestad,25891,2023,BMW,X5,used,gas,92532,clean,white
189,7344100024,Hughesfurt,12536,2021,Audi,A3,excellent,gas,113838,clean,white
190,7289361926,Salazarfurt,4206,2020,Ford,F150,excellent,gas,110035,clean,blue
191,7307468064,West David,22379,2022,Ford,F150,excellent,gas,137836,clean,blue
192,7381078549,Crystalbury,29114,2018,BMW,X3,used,gas,166517,clean,black
193,7239370080,Samanthamouth,36014,2020,Cadillac,CT6,like new,gas,55148,clean,green
194,7236296920,East Katrinaland,23359,2018,Ford,F250,excellent,gas,114773,clean,blue
195,7317717990,Timothyberg,35740,2023,Chevrolet,Sonic,excellent,gas,52521,clean,black
196,7262066497,Sarastad,7833,2023,BMW,X4,used,gas,36706,clean,red
197,7258015483,Rowemouth,14735,2021,BMW,X1,used,gas,133016,clean,silver
198,7397375260,North Kristina,3640,2018,Toyota,Tundra,excellent,gas,89706,clean,red
199,7332345936,West John,27709,2022,BMW,X5,excellent,gas,164329,clean,green
200,7246845844,Garciahaven,17183,2019,Ram,1500,good,gas,127680,clean,green
201,7330254767,East Paulshire,35162,2018,Audi,A3,excellent,gas,174994,clean,black
202,7205752512,East Christinehaven,33636,2020,Genesis,G70,excellent,gas,128399,clean,green
203,7271803945,Justinburgh,37374,2018,Ford,Ranger,like new,gas,62154,clean,red
204,7283287155,Wrightfurt,19705,2020,Genesis,G70,excellent,gas,62639,clean,custom
205,7343350269,Moralesmouth,38040,2018,Audi,A3,used,gas,41055,clean,silver
206,7213422947,Carterborough,17516,2019,BMW,X5,excellent,gas,57735,clean,red
207,7258894495,North Rickyshire,15964,2023,Nissan,Maxima,like new,gas,33628,clean,silver
208,7287764647,Ryanview,28761,2023,BMW,330i,used,gas,89487,clean,silver
209,7323284271,South David,38592,2021,Ram,1500,excellent,gas,83342,clean,silver
210,7238685115,East Sydney,36208,2022,BMW,330i,excellent,gas,57190,clean,red
211,7206915310,Watsonton,15095,2019,Ford,F150,excellent,gas,9719,clean,custom
212,7257599742,New Amyview,32512,2018,Audi,A3,fair,gas,79956,clean,silver
213,7240088474,Jodibury,27261,2019,BMW,X3,good,gas,12058,clean,black
214,7378051325,New Ryanborough,12197,2020,BMW,X4,excellent,gas,8971,clean,red
215,7237272921,Port Bonnieport,12582,2020,BMW,X3,fair,gas,170580,clean,green
216,7339676825,West Marybury,7384,2018,BMW,X3,excellent,gas,115856,clean,green
217,7317835035,Beanhaven,36374,2023,Ford,F250,excellent,gas,149018,clean,black
218,7387254710,Port Veronica,13009,2018,Chevrolet,Sonic,excellent,gas,48464,clean,white
219,7358476208,New Kendra,12522,2019,Honda,CRV,fair,gas,5038,clean,white
220,7378972514,West Brandi,8773,2019,Toyota,Tundra,excellent,gas,106018,clean,blue
221,7299871201,Jamesbury,19212,2022,Audi,A3,excellent,gas,65475,clean,custom
222,7365749805,East David,18178,2022,Genesis,G70,excellent,gas,121409,clean,black
223,7276908459,Vincentfurt,24171,2022,Ford,F250,excellent,gas,8075,clean,green
224,7284907022,Donnaport,35461,2020,Cadillac,CT6,fair,gas,67848,clean,red
225,7349287241,Patriciabury,25035,2021,Honda,CRV,fair,gas,15838,clean,silver
226,7374461200,Cookfurt,6370,2022,Ford,Ranger,used,gas,171725,clean,black
227,7273764501,East Joanneburgh,36545,2018,BMW,X5,fair,gas,140829,clean,black
228,7320868927,East David,17780,2022,BMW,330i,excellent,gas,20919,clean,green
229,7268729286,East Destinyport,4732,2019,BMW,X4,fair,gas,129757,clean,custom
230,7273548026,Jamesside,4617,2020,Chevrolet,Sonic,excellent,gas,126993,clean,silver
231,7290079387,Schmittville,28640,2020,BMW,X3,excellent,gas,41154,clean,red
232,7332693272,East Jeremiah,13132,2022,Cadillac,CT6,used,gas,121009,clean,red
233,7249760658,Cannonville,17145,2018,Chevrolet,Sonic,like new,gas,156484,clean,green
234,7350918395,Webbside,3137,2021,Genesis,G70,good,gas,167701,clean,white
235,7367828514,New Georgestad,9863,2021,Ford,F250,excellent,gas,108341,clean,red
236,7344714850,West Jared,28892,2023,Cadillac,CT6,fair,gas,73035,clean,white
237,7230667038,Hectorton,9162,2021,BMW,X1,excellent,gas,29533,clean,custom
238,7273717719,Sanchezville,31002,2020,Ford,Ranger,excellent,gas,44121,clean,green
239,7202148795,South Robert,22117,2020,Ford,F250,excellent,gas,129663,clean,black
240,7216423412,Vargasborough,7208,2020,Audi,A3,excellent,gas,80876,clean,green
241,7304227403,West Tamara,28759,2020,Ford,F250,excellent,gas,70376,clean,silver
242,7344967176,North Michael,30964,2020,BMW,330i,fair,gas,89329,clean,white
243,7266054173,Douglasbury,4881,2019,BMW,X4,fair,gas,63973,clean,blue
244,7215145114,Natalieton,35008,2019,Ford,F250,used,gas,121982,clean,blue
245,7204955666,Veronicatown,36250,2018,BMW,X3,used,gas,151611,clean,red
246,7341005454,Port Jessicaburgh,8927,2023,BMW,X3,excellent,gas,111515,clean,white
247,7349606258,Port Justin,15268,2021,Ford,F250,like new,gas,146436,clean,green
248,7242314512,North Abigail,34769,2022,Nissan,Maxima,excellent,gas,103309,clean,red
249,7204795135,Cynthiaberg,30964,2018,Honda,CRV,excellent,gas,107645,clean,custom
250,7383575711,Tamaraport,25975,2021,BMW,X5,excellent,gas,133880,clean,silver
251,7312685095,Michellebury,22161,2022,BMW,X5,used,gas,14386,clean,red
252,7301335532,Michaelville,14155,2018,Cadillac,CT6,excellent,gas,86887,clean,blue
253,7245567593,Webbbury,20933,2020,Ford,F250,excellent,gas,134730,clean,silver
254,7350964196,Cookborough,14446,2022,Honda,CRV,used,gas,78035,clean,green
255,7209349440,East Deborahmouth,8686,2018,BMW,X3,excellent,gas,45803,clean,green
256,7326742635,West Joanne,4210,2023,Ram,1500,excellent,gas,162744,clean,silver
257,7225928815,Marystad,17957,2018,Genesis,G70,excellent,gas,95393,clean,black
258,7274381954,Cookberg,18272,2022,Cadillac,CT6,excellent,gas,28915,clean,silver
259,7351189521,East Candicechester,23585,2020,BMW,X5,excellent,gas,136689,clean,silver
260,7324305603,South Hannahberg,31252,2019,Nissan,Maxima,good,gas,111068,clean,green
261,7382877766,Harrisland,11503,2023,Cadillac,CT6,excellent,gas,156305,clean,black
262,7379368115,Townsendfort,29288,2022,Ford,Ranger,excellent,gas,34116,clean,blue
263,7295084859,South Stanley,6834,2019,Cadillac,CT6,excellent,gas,107208,clean,green
264,7222683858,West Haileymouth,33445,2019,Genesis,G70,fair,gas,160263,clean,blue
265,7384069114,Port Hayden,32540,2021,Genesis,G70,fair,gas,153144,clean,green
266,7328214198,Costachester,13159,2023,BMW,330i,excellent,gas,35121,clean,custom
267,7242023376,East Diana,7998,2019,Nissan,Maxima,used,gas,158180,clean,custom
268,7365795370,South Craighaven,7794,2019,Nissan,Maxima,excellent,gas,24958,clean,blue
269,7371964962,Gutierrezview,8420,2018,BMW,330i,used,gas,123072,clean,custom
270,7397723709,Houstonberg,28131,2020,Honda,CRV,excellent,gas,110150,clean,white
271,7344295757,North Allen,12292,2022,Ford,F250,excellent,gas,32015,clean,white
272,7238260682,Jasminehaven,33264,2023,BMW,X5,like new,gas,50098,clean,black
273,7260307071,Michaelton,12716,2022,BMW,X3,fair,gas,80704,clean,black
274,7217379716,East Kevinstad,5454,2018,Ram,1500,excellent,gas,116208,clean,white
275,7270821489,Figueroamouth,22189,2019,Ford,Ranger,excellent,gas,72211,clean,green
276,7395880980,Lake Andreahaven,28538,2021,BMW,X5,excellent,gas,21177,clean,black
277,7240945957,New Michellemouth,36128,2019,Ford,Ranger,used,gas,5370,clean,custom
278,7224717513,Port Thomasburgh,15016,2023,BMW,X5,good,gas,168069,clean,black
279,7237581804,West Tinaberg,5826,2021,BMW,X4,excellent,gas,44802,clean,blue
280,7288826790,East Brett,5559,2022,BMW,X3,excellent,gas,35168,clean,black
281,7346350085,Alejandramouth,24993,2022,Ford,F150,like new,gas,174198,clean,custom
282,7205758215,West Nancy,15291,2019,Chevrolet,Sonic,excellent,gas,149611,clean,white
283,7350872794,New Robert,32779,2018,BMW,X4,fair,gas,18788,clean,white
284,7321902381,Smithburgh,10093,2021,Ford,Ranger,excellent,gas,134910,clean,black
285,7324373345,New Shannon,35647,2022,Ram,1500,excellent,gas,65897,clean,white
286,7354188444,East Jackie,28624,2023,Audi,A3,used,gas,173929,clean,blue
287,7374248820,Lake Penny,29737,2020,Honda,CRV,excellent,gas,82062,clean,silver
288,7225566402,Katherineport,24446,2023,BMW,330i,excellent,gas,145967,clean,blue
289,7208395176,South Frankmouth,31680,2020,Ford,Ranger,excellent,gas,87628,clean,green
290,7357631291,New Ashleychester,37356,2021,BMW,X3,fair,gas,160020,clean,white
291,7323930473,Karabury,22128,2022,Genesis,G70,excellent,gas,57690,clean,green
292,7396679871,New Kimberlyfort,27599,2018,BMW,330i,like new,gas,18900,clean,green
293,7394048780,Maddenberg,15795,2018,Honda,CRV,excellent,gas,173576,clean,red
294,7349963982,Tamarashire,10417,2018,Ford,Ranger,used,gas,164342,clean,black
295,7352705137,South Lindsey,24886,2022,Honda,CRV,fair,gas,142439,clean,custom
296,7293126996,Maryville,32045,2022,Honda,CRV,fair,gas,51267,clean,blue
297,7277529325,Lloydshire,5808,2020,BMW,X5,excellent,gas,72514,clean,black
298,7281311774,South Laura,26980,2019,BMW,X5,good,gas,22497,clean,red
299,7276728499,Ericfort,37764,2023,Ford,F150,excellent,gas,58927,clean,custom
300,7209770539,North Raymond,37095,2019,Ram,1500,excellent,gas,124658,clean,silver
301,7262621934,Fergusonstad,35217,2020,Ram,1500,like new,gas,100222,clean,blue
302,7306849275,East Angelahaven,25214,2019,Genesis,G70,excellent,gas,39361,clean,blue
303,7348995936,Warehaven,28505,2019,Ford,Ranger,excellent,gas,167472,clean,custom
304,7338959072,Deanfort,22207,2018,Ford,F250,excellent,gas,136709,clean,red
305,7257883375,Robertville,24752,2023,Chevrolet,Sonic,like new,gas,131382,clean,red
306,7255111582,Arroyoberg,24988,2020,Chevrolet,Sonic,used,gas,92140,clean,black
307,7226906299,Alexanderhaven,15022,2021,BMW,330i,like new,gas,36816,clean,blue
308,7309176212,New Jamesview,37291,2023,Ram,1500,fair,gas,12173,clean,silver
309,7222606030,North Michelle,15711,2022,Ram,1500,excellent,gas,161276,clean,blue
310,7264214156,West Joshuaview,4603,2023,Genesis,G70,excellent,gas,127057,clean,custom
311,7382721646,Royhaven,5550,2022,Honda,CRV,fair,gas,99883,clean,red
312,7280509765,Jocelynhaven,36436,2018,Honda,CRV,fair,gas,137929,clean,red
313,7233499900,Lake Stephentown,39892,2019,Ford,Ranger,fair,gas,9225,clean,white
314,7301446172,Suttonborough,32361,2020,Ford,F150,excellent,gas,128946,clean,custom
315,7304812185,South Pamstad,30773,2023,Ford,F250,excellent,gas,77959,clean,blue
316,7356318597,South Rodney,23169,2018,Toyota,Tundra,fair,gas,150737,clean,white
317,7298473175,Joshualand,14165,2018,Chevrolet,Sonic,fair,gas,13680,clean,silver
318,7252772653,Morganmouth,27821,2019,BMW,X5,excellent,gas,68314,clean,blue
319,7333905817,Mcdonaldton,3665,2020,Ford,Ranger,used,gas,173700,clean,black
320,7331746422,East Tyler,9915,2022,Honda,CRV,used,gas,70896,clean,white
321,7324787878,Christopherland,37971,2019,Honda,CRV,excellent,gas,158128,clean,black
322,7349813759,Cohenborough,5556,2018,BMW,X4,used,gas,141853,clean,silver
323,7287237233,Chenville,28064,2021,BMW,X1,used,gas,169821,clean,red
324,7273637071,West Brian,34442,2023,Ford,F150,used,gas,17671,clean,black
325,7219027515,East Amy,30160,2021,Ram,1500,good,gas,64604,clean,red
326,7217513589,North Stephaniehaven,16298,2021,BMW,X1,excellent,gas,55684,clean,custom
327,7393176596,West Heather,27897,2018,Ford,F250,excellent,gas,119716,clean,silver
